Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-MMU-156581,"Methylation",3,13,0.0014010130401982972,6.507383128027122E-4,0.030422830280902424,4,11,0.0014182568334192883,10090,Mus musculus,"Q99LB6;O88587;Q91WU5","Q99LB6;O88587;Q91WU5","R-MMU-5696213;R-MMU-5696220;R-MMU-175983;R-MMU-5603114"
R-MMU-199991,"Membrane Trafficking",17,564,0.060782411897833816,8.07727185360152E-4,0.030422830280902424,67,183,0.023594636410520887,10090,Mus musculus,"P09528;P98078;Q922F4;P51150;Q9JIF7;Q9DBG3;Q7M6Y3;Q9R0Q6;P17427;P17426;Q9Z1Z0;Q91W90;Q99JB8;P61202;P22892;Q99LD4;Q5XJY5","P09528;P98078;Q922F4;P51150;Q9JIF7;Q9DBG3;Q7M6Y3;Q9R0Q6;P17427;P17426;Q9Z1Z0;Q91W90;Q99JB8;P61202;P22892;Q99LD4;Q5XJY5","R-MMU-8868236;R-MMU-6809010;R-MMU-8866283;R-MMU-8866279;R-MMU-421833;R-MMU-8863472;R-MMU-8868648;R-MMU-6809011;R-MMU-5694446;R-MMU-8863471;R-MMU-6811412;R-MMU-6811423;R-MMU-8869438;R-MMU-8868230;R-MMU-8849350;R-MMU-6807872;R-MMU-190520;R-MMU-6811418;R-MMU-6807877;R-MMU-8854255;R-MMU-432712;R-MMU-432706;R-MMU-8862280;R-MMU-434362;R-MMU-432707;R-MMU-6811426;R-MMU-432688;R-MMU-8868651;R-MMU-6811427;R-MMU-5694418;R-MMU-5694441;R-MMU-6811417;R-MMU-8877451;R-MMU-8849353;R-MMU-190829;R-MMU-6807866;R-MMU-8867754;R-MMU-8868661;R-MMU-8867756;R-MMU-8863723;R-MMU-5333658;R-MMU-6807868;R-MMU-8863721;R-MMU-8868658;R-MMU-196017;R-MMU-6807864;R-MMU-8868659;R-MMU-6807875;R-MMU-8868660;R-MMU-196026;R-MMU-8856808;R-MMU-8871193;R-MMU-421836;R-MMU-8866277;R-MMU-6809006;R-MMU-421831;R-MMU-8856813;R-MMU-8871194;R-MMU-429815;R-MMU-8871196;R-MMU-6809003;R-MMU-421835;R-MMU-8854329;R-MMU-190519;R-MMU-8868071;R-MMU-8868072;R-MMU-8867613"
R-MMU-372708,"p130Cas linkage to MAPK signaling for integrins",3,15,0.0016165535079211122,9.813816219645943E-4,0.030422830280902424,3,3,3.8679731820526046E-4,10090,Mus musculus,"Q99JI6;Q8VCM7;Q8K0E8","Q99JI6;Q8VCM7;Q8K0E8","R-MMU-372693;R-MMU-372705;R-MMU-372697"
R-MMU-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins ",3,15,0.0016165535079211122,9.813816219645943E-4,0.030422830280902424,2,2,2.5786487880350697E-4,10090,Mus musculus,"Q99JI6;Q8VCM7;Q8K0E8","Q99JI6;Q8VCM7;Q8K0E8","R-MMU-354165;R-MMU-354087"
R-MMU-5099900,"WNT5A-dependent internalization of FZD4",3,15,0.0016165535079211122,9.813816219645943E-4,0.030422830280902424,2,5,6.446621970087674E-4,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-5138459;R-MMU-5138433"
R-MMU-437239,"Recycling pathway of L1",4,36,0.0038797284190106693,0.00122312280462622,0.03547056133416038,6,9,0.0011603919546157814,10090,Mus musculus,"Q922F4;Q9DBG3;P17427;P17426","Q922F4;Q9DBG3;P17427;P17426","R-MMU-445079;R-MMU-392749;R-MMU-555065;R-MMU-445071;R-MMU-392748;R-MMU-443783"
R-MMU-416993,"Trafficking of GluR2-containing AMPA receptors",3,17,0.0018320939756439271,0.001402515658219028,0.03786792277191375,2,3,3.8679731820526046E-4,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-421007;R-MMU-416639"
R-MMU-8964038,"LDL clearance",3,18,0.0019398642095053346,0.0016496061269306583,0.04288975930019712,3,17,0.002191851469829809,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-6784735;R-MMU-6784738;R-MMU-6784729"
R-MMU-5674135,"MAP2K and MAPK activation",4,40,0.004310809354456299,0.0017932730384971896,0.04303855292393255,8,12,0.0015471892728210418,10090,Mus musculus,"Q99JI6;Q9JKF1;Q8VCM7;Q8K0E8","Q99JI6;Q9JKF1;Q8VCM7;Q8K0E8","R-MMU-5672978;R-MMU-9657608;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5672980"
R-MMU-140875,"Common Pathway of Fibrin Clot Formation",3,21,0.0022631749110895573,0.002548235854284764,0.05860942464854957,7,27,0.003481175863847344,10090,Mus musculus,"O88947;Q8VCM7;Q8K0E8","O88947;Q8VCM7;Q8K0E8","R-MMU-140842;R-MMU-140840;R-MMU-140599;R-MMU-140700;R-MMU-140664;R-MMU-140686;R-MMU-140851"
R-MMU-168256,"Immune System",37,1882,0.20282358012716886,0.003012319450156342,0.0638965292565743,82,1103,0.1422124806601341,10090,Mus musculus,"P29699;P09528;P54116;Q9D1Q6;Q9WV32;Q9EQK5;Q9WV55;Q922F4;O08807;Q9JIF7;Q9WTX6;Q9R1P1;Q9JKF1;P50516;Q8VCM7;P17427;P17426;Q62422;Q62048;Q62465;Q91W90;P22892;Q6ZQI3;P29788;Q00519;Q64514;P51150;Q9DBG3;Q9R0Q6;Q9D7X3;Q06890;Q8K0E8;P84096;Q99JI6;P14211;P60766;P0C605","P29699;P09528;P54116;Q9D1Q6;Q9WV32;Q9EQK5;Q9WV55;Q922F4;O08807;Q9JIF7;Q9WTX6;Q9R1P1;Q9JKF1;P50516;Q8VCM7;P17427;P17426;Q62422;Q62048;Q62465;Q91W90;P22892;Q6ZQI3;P29788;Q00519;Q64514;P51150;Q9DBG3;Q9R0Q6;Q9D7X3;Q06890;Q8K0E8;P84096;Q99JI6;P14211;P60766;P0C605","R-MMU-8863858;R-MMU-8852580;R-MMU-8863914;R-MMU-5668520;R-MMU-203797;R-MMU-5672972;R-MMU-983142;R-MMU-5607723;R-MMU-6799350;R-MMU-976991;R-MMU-2130725;R-MMU-392513;R-MMU-1168642;R-MMU-983140;R-MMU-5684248;R-MMU-5674387;R-MMU-2130641;R-MMU-1168640;R-MMU-5668481;R-MMU-1168643;R-MMU-5684250;R-MMU-6798739;R-MMU-6798751;R-MMU-5672978;R-MMU-5607731;R-MMU-9657608;R-MMU-9657603;R-MMU-983150;R-MMU-6800426;R-MMU-5607728;R-MMU-9657606;R-MMU-392835;R-MMU-5672980;R-MMU-5675206;R-MMU-1236970;R-MMU-5607724;R-MMU-5672973;R-MMU-9657599;R-MMU-983147;R-MMU-5607725;R-MMU-8870678;R-MMU-173709;R-MMU-6798747;R-MMU-209125;R-MMU-389350;R-MMU-209063;R-MMU-2029454;R-MMU-354173;R-MMU-983156;R-MMU-983157;R-MMU-173723;R-MMU-6810643;R-MMU-2213236;R-MMU-983161;R-MMU-2530429;R-MMU-2213248;R-MMU-2029456;R-MMU-2130640;R-MMU-2029476;R-MMU-173720;R-MMU-2130619;R-MMU-2130486;R-MMU-1370500;R-MMU-209061;R-MMU-939265;R-MMU-389788;R-MMU-6798748;R-MMU-6798745;R-MMU-983162;R-MMU-1222516;R-MMU-8851044;R-MMU-8951595;R-MMU-5658430;R-MMU-6798743;R-MMU-1170539;R-MMU-8951498;R-MMU-2530453;R-MMU-8951499;R-MMU-173725;R-MMU-6798749;R-MMU-6800434;R-MMU-913996"
R-MMU-5653656,"Vesicle-mediated transport",18,695,0.0749003125336782,0.003042691869360681,0.0638965292565743,68,205,0.026431150077359463,10090,Mus musculus,"P09528;P98078;Q922F4;P51150;Q9JIF7;Q9DBG3;Q7M6Y3;Q9R0Q6;P17427;P17426;Q9Z1Z0;P14211;Q91W90;Q99JB8;P61202;P22892;Q99LD4;Q5XJY5","P09528;P98078;Q922F4;P51150;Q9JIF7;Q9DBG3;Q7M6Y3;Q9R0Q6;P17427;P17426;Q9Z1Z0;P14211;Q91W90;Q99JB8;P61202;P22892;Q99LD4;Q5XJY5","R-MMU-8868236;R-MMU-6809010;R-MMU-8866283;R-MMU-8866279;R-MMU-421833;R-MMU-8863472;R-MMU-8868648;R-MMU-6809011;R-MMU-5694446;R-MMU-8863471;R-MMU-6811412;R-MMU-6811423;R-MMU-2507854;R-MMU-8869438;R-MMU-8868230;R-MMU-8849350;R-MMU-6807872;R-MMU-190520;R-MMU-6811418;R-MMU-6807877;R-MMU-8854255;R-MMU-432712;R-MMU-432706;R-MMU-8862280;R-MMU-434362;R-MMU-432707;R-MMU-6811426;R-MMU-432688;R-MMU-8868651;R-MMU-6811427;R-MMU-5694418;R-MMU-5694441;R-MMU-6811417;R-MMU-8877451;R-MMU-8849353;R-MMU-190829;R-MMU-6807866;R-MMU-8867754;R-MMU-8868661;R-MMU-8867756;R-MMU-8863723;R-MMU-5333658;R-MMU-6807868;R-MMU-8863721;R-MMU-8868658;R-MMU-196017;R-MMU-6807864;R-MMU-8868659;R-MMU-6807875;R-MMU-8868660;R-MMU-196026;R-MMU-8856808;R-MMU-8871193;R-MMU-421836;R-MMU-8866277;R-MMU-6809006;R-MMU-421831;R-MMU-8856813;R-MMU-8871194;R-MMU-429815;R-MMU-8871196;R-MMU-6809003;R-MMU-421835;R-MMU-8854329;R-MMU-190519;R-MMU-8868071;R-MMU-8868072;R-MMU-8867613"
R-MMU-5626467,"RHO GTPases activate IQGAPs",3,27,0.002909796314258002,0.005125932256022425,0.09226678060840365,5,5,6.446621970087674E-4,10090,Mus musculus,"Q922F4;Q9JKF1;P60766","Q922F4;Q9JKF1;P60766","R-MMU-5626469;R-MMU-5672329;R-MMU-5626549;R-MMU-5626507;R-MMU-5672304"
R-MMU-354192,"Integrin signaling",3,27,0.002909796314258002,0.005125932256022425,0.09226678060840365,23,24,0.0030943785456420837,10090,Mus musculus,"Q99JI6;Q8VCM7;Q8K0E8","Q99JI6;Q8VCM7;Q8K0E8","R-MMU-432096;R-MMU-354097;R-MMU-354066;R-MMU-443910;R-MMU-377640;R-MMU-939265;R-MMU-429441;R-MMU-354173;R-MMU-354087;R-MMU-443905;R-MMU-354073;R-MMU-354149;R-MMU-354124;R-MMU-377641;R-MMU-377643;R-MMU-354077;R-MMU-372693;R-MMU-377644;R-MMU-354165;R-MMU-354060;R-MMU-372705;R-MMU-429415;R-MMU-372697"
R-MMU-432722,"Golgi Associated Vesicle Biogenesis",4,55,0.005927362862377411,0.005544714816090424,0.09980486668962762,6,7,9.025270758122744E-4,10090,Mus musculus,"P09528;Q91W90;Q7M6Y3;P22892","P09528;Q91W90;Q7M6Y3;P22892","R-MMU-421835;R-MMU-421836;R-MMU-421833;R-MMU-421831;R-MMU-429815;R-MMU-434362"
R-MMU-109582,"Hemostasis",16,631,0.06800301756654811,0.00637019468644473,0.10829330966956041,72,283,0.036487880350696236,10090,Mus musculus,"P29699;Q921M7;Q922F4;Q61704;P20918;Q8VCM7;Q06890;Q8K0E8;Q99JI6;P84096;O88947;A6X935;P57780;P62874;P60766;P0C605","P29699;Q921M7;Q922F4;Q61704;P20918;Q8VCM7;Q06890;Q8K0E8;Q99JI6;P84096;O88947;A6X935;P57780;P62874;P60766;P0C605","R-MMU-354066;R-MMU-443910;R-MMU-443905;R-MMU-140664;R-MMU-354073;R-MMU-418576;R-MMU-158784;R-MMU-372693;R-MMU-158756;R-MMU-354060;R-MMU-372705;R-MMU-481007;R-MMU-372697;R-MMU-158164;R-MMU-354097;R-MMU-140842;R-MMU-983259;R-MMU-140840;R-MMU-377640;R-MMU-429441;R-MMU-354087;R-MMU-140700;R-MMU-354149;R-MMU-140851;R-MMU-983266;R-MMU-354124;R-MMU-377641;R-MMU-158893;R-MMU-354077;R-MMU-140825;R-MMU-140686;R-MMU-114552;R-MMU-429415;R-MMU-432096;R-MMU-158941;R-MMU-418442;R-MMU-140736;R-MMU-354173;R-MMU-158721;R-MMU-158722;R-MMU-158925;R-MMU-392187;R-MMU-114558;R-MMU-481009;R-MMU-392195;R-MMU-442273;R-MMU-392202;R-MMU-158942;R-MMU-377643;R-MMU-428749;R-MMU-396996;R-MMU-377644;R-MMU-397835;R-MMU-354165;R-MMU-392870;R-MMU-428752;R-MMU-428750;R-MMU-397891;R-MMU-140777;R-MMU-939265;R-MMU-442314;R-MMU-158750;R-MMU-1011598;R-MMU-428917;R-MMU-442291;R-MMU-140599;R-MMU-428909;R-MMU-158982;R-MMU-140769;R-MMU-158747;R-MMU-158744;R-MMU-428918"
R-MMU-8964043,"Plasma lipoprotein clearance",3,30,0.0032331070158422245,0.006841109045246707,0.11225668575012115,5,28,0.0036101083032490976,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-6784735;R-MMU-8855131;R-MMU-6784738;R-MMU-6784729;R-MMU-8855130"
R-MMU-399719,"Trafficking of AMPA receptors",3,31,0.003340877249703632,0.007479620504997508,0.11225668575012115,2,4,5.157297576070139E-4,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-421007;R-MMU-416639"
R-MMU-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",3,31,0.003340877249703632,0.007479620504997508,0.11225668575012115,2,9,0.0011603919546157814,10090,Mus musculus,"Q9DBG3;P17427;P17426","Q9DBG3;P17427;P17426","R-MMU-421007;R-MMU-416639"
R-MMU-174824,"Plasma lipoprotein assembly, remodeling, and clearance",4,60,0.006466214031684449,0.007483779050008077,0.11225668575012115,6,71,0.009154203197524496,10090,Mus musculus,"P20918;Q9DBG3;P17427;P17426","P20918;Q9DBG3;P17427;P17426","R-MMU-6784735;R-MMU-8855131;R-MMU-6784738;R-MMU-6784729;R-MMU-8855130;R-MMU-176879"
R-MMU-5625970,"RHO GTPases activate KTN1",2,11,0.0011854725724754823,0.008855608396259651,0.13283412594389477,2,2,2.5786487880350697E-4,10090,Mus musculus,"P84096;P60766","P84096;P60766","R-MMU-5672083;R-MMU-5625959"
R-MMU-187037,"Signaling by NTRK1 (TRKA)",4,65,0.007005065200991486,0.00982421751400353,0.13753904519604943,2,36,0.0046415678184631255,10090,Mus musculus,"Q9DBG3;P17427;P17426;Q9D7X3","Q9DBG3;P17427;P17426;Q9D7X3","R-MMU-203797;R-MMU-177479"
R-MMU-2132295,"MHC class II antigen presentation",6,143,0.01541114344218127,0.01021237561875421,0.1414328138301023,8,26,0.0033522434244455906,10090,Mus musculus,"Q922F4;P51150;Q9DBG3;P22892;P17427;P17426","Q922F4;P51150;Q9DBG3;P22892;P17427;P17426","R-MMU-2130486;R-MMU-2130725;R-MMU-8951498;R-MMU-2130641;R-MMU-2213236;R-MMU-2213248;R-MMU-2130640;R-MMU-2130619"
R-MMU-373760,"L1CAM interactions",4,67,0.007220605668714301,0.010879447217700178,0.1414328138301023,6,24,0.0030943785456420837,10090,Mus musculus,"Q922F4;Q9DBG3;P17427;P17426","Q922F4;Q9DBG3;P17427;P17426","R-MMU-445079;R-MMU-392749;R-MMU-555065;R-MMU-445071;R-MMU-392748;R-MMU-443783"
R-MMU-76009,"Platelet Aggregation (Plug Formation)",3,37,0.003987498652872077,0.012040362605599375,0.15510104585793583,23,26,0.0033522434244455906,10090,Mus musculus,"Q99JI6;Q8VCM7;Q8K0E8","Q99JI6;Q8VCM7;Q8K0E8","R-MMU-432096;R-MMU-354097;R-MMU-354066;R-MMU-443910;R-MMU-377640;R-MMU-939265;R-MMU-429441;R-MMU-354173;R-MMU-354087;R-MMU-443905;R-MMU-354073;R-MMU-354149;R-MMU-354124;R-MMU-377641;R-MMU-377643;R-MMU-354077;R-MMU-372693;R-MMU-377644;R-MMU-354165;R-MMU-354060;R-MMU-372705;R-MMU-429415;R-MMU-372697"
R-MMU-5696394,"DNA Damage Recognition in GG-NER",3,38,0.004095268886733484,0.012925087154827986,0.15510104585793583,5,5,6.446621970087674E-4,10090,Mus musculus,"P54728;P61202;Q99LD4","P54728;P61202;Q99LD4","R-MMU-5696664;R-MMU-5691004;R-MMU-5696655;R-MMU-6782943;R-MMU-5691006"
R-MMU-140877,"Formation of Fibrin Clot (Clotting Cascade)",3,38,0.004095268886733484,0.012925087154827986,0.15510104585793583,12,57,0.007349149045899948,10090,Mus musculus,"O88947;Q8VCM7;Q8K0E8","O88947;Q8VCM7;Q8K0E8","R-MMU-158164;R-MMU-140842;R-MMU-140777;R-MMU-140840;R-MMU-140736;R-MMU-140599;R-MMU-140700;R-MMU-140825;R-MMU-140664;R-MMU-140769;R-MMU-140686;R-MMU-140851"
R-MMU-199992,"trans-Golgi Network Vesicle Budding",4,71,0.007651686604159931,0.013203447298342996,0.15844136758011595,11,18,0.0023207839092315627,10090,Mus musculus,"P09528;Q91W90;Q7M6Y3;P22892","P09528;Q91W90;Q7M6Y3;P22892","R-MMU-421835;R-MMU-432688;R-MMU-421836;R-MMU-421833;R-MMU-432712;R-MMU-421831;R-MMU-432706;R-MMU-5333658;R-MMU-429815;R-MMU-434362;R-MMU-432707"
R-MMU-3928662,"EPHB-mediated forward signaling",3,39,0.004203039120594891,0.01384609156285832,0.16615309875429984,2,16,0.0020629190304280558,10090,Mus musculus,"Q9WV32;Q9R0Q6;P60766","Q9WV32;Q9R0Q6;P60766","R-MMU-3928601;R-MMU-3928595"
R-MMU-392517,"Rap1 signalling",2,15,0.0016165535079211122,0.015933859022180696,0.17527244924398766,5,7,9.025270758122744E-4,10090,Mus musculus,"Q99JI6;P0C605","Q99JI6;P0C605","R-MMU-392513;R-MMU-939265;R-MMU-354173;R-MMU-392835;R-MMU-913996"
R-MMU-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",2,15,0.0016165535079211122,0.015933859022180696,0.17527244924398766,2,4,5.157297576070139E-4,10090,Mus musculus,"P14211;P54728","P14211;P54728","R-MMU-8850594;R-MMU-901047"
R-MMU-166520,"Signaling by NTRKs",4,78,0.008406078241189783,0.017986801954987475,0.19785482150486222,2,46,0.00593089221248066,10090,Mus musculus,"Q9DBG3;P17427;P17426;Q9D7X3","Q9DBG3;P17427;P17426;Q9D7X3","R-MMU-203797;R-MMU-177479"
R-MMU-5686938,"Regulation of TLR by endogenous ligand",2,18,0.0019398642095053346,0.02238722238245716,0.24320636829955722,1,12,0.0015471892728210418,10090,Mus musculus,"Q8VCM7;Q8K0E8","Q8VCM7;Q8K0E8","R-MMU-8870678"
R-MMU-3858494,"Beta-catenin independent WNT signaling",5,127,0.01368681970039875,0.023598896858864737,0.24320636829955722,8,31,0.003996905621454358,10090,Mus musculus,"Q9R1P1;Q9DBG3;P17427;P17426;P62874","Q9R1P1;Q9DBG3;P17427;P17426;P62874","R-MMU-4608855;R-MMU-5138459;R-MMU-3965444;R-MMU-398040;R-MMU-5140747;R-MMU-3965447;R-MMU-398193;R-MMU-5138433"
R-MMU-211994,"Sterols are 12-hydroxylated by CYP8B1",1,2,2.1554046772281495E-4,0.025115734020256464,0.24320636829955722,3,3,3.8679731820526046E-4,10090,Mus musculus,"O35074","O35074","R-MMU-193709;R-MMU-193845;R-MMU-192157"
R-MMU-8964041,"LDL remodeling",1,2,2.1554046772281495E-4,0.025115734020256464,0.24320636829955722,1,1,1.2893243940175349E-4,10090,Mus musculus,"P20918","P20918","R-MMU-176879"
R-MMU-379398,"Enzymatic degradation of Dopamine by monoamine oxidase",1,2,2.1554046772281495E-4,0.025115734020256464,0.24320636829955722,1,2,2.5786487880350697E-4,10090,Mus musculus,"O88587","O88587","R-MMU-379464"
R-MMU-4086400,"PCP/CE pathway",4,88,0.009483780579803858,0.026491911522662837,0.24320636829955722,4,16,0.0020629190304280558,10090,Mus musculus,"Q9R1P1;Q9DBG3;P17427;P17426","Q9R1P1;Q9DBG3;P17427;P17426","R-MMU-4608855;R-MMU-5138459;R-MMU-5140747;R-MMU-5138433"
R-MMU-422475,"Axon guidance",8,279,0.030067895247332686,0.0265321634370963,0.24320636829955722,13,155,0.01998452810727179,10090,Mus musculus,"Q9WV32;Q922F4;Q9DBG3;Q9R0Q6;P17427;Q62188;P17426;P60766","Q9WV32;Q922F4;Q9DBG3;Q9R0Q6;P17427;Q62188;P17426;P60766","R-MMU-392749;R-MMU-399947;R-MMU-445071;R-MMU-392748;R-MMU-3928595;R-MMU-399944;R-MMU-418874;R-MMU-445079;R-MMU-555065;R-MMU-3928601;R-MMU-399951;R-MMU-418850;R-MMU-443783"
R-MMU-9675108,"Nervous system development",8,280,0.030175665481194096,0.027022929811061913,0.24320636829955722,13,157,0.020242392986075296,10090,Mus musculus,"Q9WV32;Q922F4;Q9DBG3;Q9R0Q6;P17427;Q62188;P17426;P60766","Q9WV32;Q922F4;Q9DBG3;Q9R0Q6;P17427;Q62188;P17426;P60766","R-MMU-392749;R-MMU-399947;R-MMU-445071;R-MMU-392748;R-MMU-3928595;R-MMU-399944;R-MMU-418874;R-MMU-445079;R-MMU-555065;R-MMU-3928601;R-MMU-399951;R-MMU-418850;R-MMU-443783"
