Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-MMU-76009,"Platelet Aggregation (Plug Formation)",3,37,0.003987498652872077,0.009482855247088806,0.1962612586740593,16,26,0.0033522434244455906,10090,Mus musculus,"P19221;Q8VCM7;P11276","P19221;Q8VCM7;P11276","R-MMU-354066;R-MMU-377640;R-MMU-429441;R-MMU-354087;R-MMU-354073;R-MMU-354149;R-MMU-429529;R-MMU-354124;R-MMU-377641;R-MMU-377643;R-MMU-372693;R-MMU-377644;R-MMU-354165;R-MMU-372705;R-MMU-429415;R-MMU-372697"
R-MMU-140877,"Formation of Fibrin Clot (Clotting Cascade)",3,38,0.004095268886733484,0.01018752286033442,0.1962612586740593,16,57,0.007349149045899948,10090,Mus musculus,"Q9Z126;P19221;Q8VCM7","Q9Z126;P19221;Q8VCM7","R-MMU-140842;R-MMU-140840;R-MMU-140696;R-MMU-5578883;R-MMU-140700;R-MMU-140664;R-MMU-140791;R-MMU-140851;R-MMU-141040;R-MMU-141046;R-MMU-158419;R-MMU-140599;R-MMU-140872;R-MMU-5602080;R-MMU-140870;R-MMU-158137"
R-MMU-70221,"Glycogen breakdown (glycogenolysis)",2,13,0.0014010130401982972,0.010278038583086069,0.1962612586740593,2,8,0.0010314595152140279,10090,Mus musculus,"P18826;Q7TSH2","P18826;Q7TSH2","R-MMU-71588;R-MMU-71541"
R-MMU-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",4,73,0.007867227071882745,0.010746850215064163,0.1962612586740593,4,10,0.0012893243940175349,10090,Mus musculus,"O35226;Q922F4;P99026;Q9D6F9","O35226;Q922F4;P99026;Q9D6F9","R-MMU-8852280;R-MMU-8852306;R-MMU-8852298;R-MMU-8852354"
R-MMU-5263617,"Metabolism of ingested MeSeO2H into MeSeH",1,1,1.0777023386140747E-4,0.011572331937716451,0.1962612586740593,2,2,2.5786487880350697E-4,10090,Mus musculus,"Q9JMH6","Q9JMH6","R-MMU-5263614;R-MMU-5263616"
R-MMU-372708,"p130Cas linkage to MAPK signaling for integrins",2,15,0.0016165535079211122,0.013479473437953415,0.1962612586740593,3,3,3.8679731820526046E-4,10090,Mus musculus,"Q8VCM7;P11276","Q8VCM7;P11276","R-MMU-372693;R-MMU-372705;R-MMU-372697"
R-MMU-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins ",2,15,0.0016165535079211122,0.013479473437953415,0.1962612586740593,2,2,2.5786487880350697E-4,10090,Mus musculus,"Q8VCM7;P11276","Q8VCM7;P11276","R-MMU-354165;R-MMU-354087"
R-MMU-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",2,15,0.0016165535079211122,0.013479473437953415,0.1962612586740593,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q922F4;Q9D6F9","Q922F4;Q9D6F9","R-MMU-190520"
R-MMU-216083,"Integrin cell surface interactions",4,80,0.008621618708912598,0.014579931691368841,0.1962612586740593,9,44,0.005673027333677153,10090,Mus musculus,"Q8VCM7;P11688;P11276;P29788","Q8VCM7;P11688;P11276;P29788","R-MMU-349593;R-MMU-114560;R-MMU-216050;R-MMU-4088264;R-MMU-216082;R-MMU-216069;R-MMU-265424;R-MMU-2426259;R-MMU-216076"
R-MMU-3000170,"Syndecan interactions",2,16,0.0017243237417825196,0.01522187884350834,0.1962612586740593,2,6,7.735946364105209E-4,10090,Mus musculus,"P11276;P29788","P11276;P29788","R-MMU-2731141;R-MMU-2731122"
R-MMU-190872,"Transport of connexons to the plasma membrane",2,16,0.0017243237417825196,0.01522187884350834,0.1962612586740593,1,3,3.8679731820526046E-4,10090,Mus musculus,"Q922F4;Q9D6F9","Q922F4;Q9D6F9","R-MMU-190520"
R-MMU-70326,"Glucose metabolism",4,82,0.008837159176635414,0.015814850793775426,0.1962612586740593,2,46,0.00593089221248066,10090,Mus musculus,"P12382;Q9ERU9;Q9WUA3;F6ZDS4","P12382;Q9ERU9;Q9WUA3;F6ZDS4","R-MMU-170796;R-MMU-70467"
R-MMU-168249,"Innate Immune System",20,1049,0.11305097532061645,0.01802428493242192,0.1962612586740593,75,430,0.055440948942754,10090,Mus musculus,"Q61646;P99026;O08807;Q9JIF7;P19221;P50516;Q8VCM7;Q62167;P70335;Q05144;Q9D154;P12382;O35226;P01837;Q91W90;O89017;P47753;Q9EPB4;P01027;P29788","Q61646;P99026;O08807;Q9JIF7;P19221;P50516;Q8VCM7;Q62167;P70335;Q05144;Q9D154;P12382;O35226;P01837;Q91W90;O89017;P47753;Q9EPB4;P01027;P29788","R-MMU-183130;R-MMU-173631;R-MMU-183122;R-MMU-173636;R-MMU-183126;R-MMU-964811;R-MMU-8852716;R-MMU-5660663;R-MMU-5660662;R-MMU-166753;R-MMU-173754;R-MMU-8852481;R-MMU-2730851;R-MMU-981621;R-MMU-173626;R-MMU-166792;R-MMU-981535;R-MMU-981539;R-MMU-2029467;R-MMU-6798751;R-MMU-5607731;R-MMU-2029271;R-MMU-2029270;R-MMU-6800426;R-MMU-8852266;R-MMU-2730833;R-MMU-2454240;R-MMU-2029272;R-MMU-2454208;R-MMU-977615;R-MMU-8852874;R-MMU-2029273;R-MMU-173680;R-MMU-1006143;R-MMU-977602;R-MMU-5607724;R-MMU-2454192;R-MMU-8852809;R-MMU-2029268;R-MMU-8870678;R-MMU-6798747;R-MMU-2530429;R-MMU-174551;R-MMU-2029476;R-MMU-2029455;R-MMU-166817;R-MMU-8851436;R-MMU-2029452;R-MMU-2197697;R-MMU-8853252;R-MMU-2029451;R-MMU-977619;R-MMU-2029453;R-MMU-2730882;R-MMU-2029459;R-MMU-6798748;R-MMU-6798745;R-MMU-1222516;R-MMU-1678920;R-MMU-2730886;R-MMU-173745;R-MMU-1861621;R-MMU-2730884;R-MMU-9021306;R-MMU-6798743;R-MMU-6789092;R-MMU-2530453;R-MMU-173739;R-MMU-6798749;R-MMU-173740;R-MMU-2029458;R-MMU-2730843;R-MMU-879377;R-MMU-6800434;R-MMU-2029457"
R-MMU-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",3,48,0.005172971225347559,0.018896798187031716,0.1962612586740593,4,4,5.157297576070139E-4,10090,Mus musculus,"Q61830;O35226;P99026","Q61830;O35226;P99026","R-MMU-1236955;R-MMU-1236970;R-MMU-1236940;R-MMU-1236941"
R-MMU-8982491,"Glycogen metabolism",2,18,0.0019398642095053346,0.01897833071927635,0.1962612586740593,2,21,0.002707581227436823,10090,Mus musculus,"P18826;Q7TSH2","P18826;Q7TSH2","R-MMU-71588;R-MMU-71541"
R-MMU-3371556,"Cellular response to heat stress",4,88,0.009483780579803858,0.01990749430294536,0.1962612586740593,9,27,0.003481175863847344,10090,Mus musculus,"P17156;Q9ERU9;Q91YN9;F6ZDS4","P17156;Q9ERU9;Q91YN9;F6ZDS4","R-MMU-5251959;R-MMU-5251955;R-MMU-3371518;R-MMU-5252041;R-MMU-3371554;R-MMU-5082384;R-MMU-5251942;R-MMU-5252079;R-MMU-3371467"
R-MMU-2980766,"Nuclear Envelope Breakdown",3,49,0.005280741459208966,0.01993693276641284,0.1962612586740593,3,10,0.0012893243940175349,10090,Mus musculus,"Q8K1R7;Q9ERU9;F6ZDS4","Q8K1R7;Q9ERU9;F6ZDS4","R-MMU-2984220;R-MMU-2990882;R-MMU-2984226"
R-MMU-597592,"Post-translational protein modification",23,1277,0.13762258864101734,0.02079403169408378,0.1962612586740593,41,454,0.05853532748839608,10090,Mus musculus,"Q9QZE5;Q922F4;P99026;Q9ERU9;Q9JIF7;P19221;Q8VCM5;Q9ER35;P54726;O70362;Q8VCM7;P35123;Q62165;P11276;Q9CU62;F6ZDS4;Q9R0P9;Q8BY87;Q3UDE2;O35226;Q9D6F9;P47753;P01027","Q9QZE5;Q922F4;P99026;Q9ERU9;Q9JIF7;P19221;Q8VCM5;Q9ER35;P54726;O70362;Q8VCM7;P35123;Q62165;P11276;Q9CU62;F6ZDS4;Q9R0P9;Q8BY87;Q3UDE2;O35226;Q9D6F9;P47753;P01027","R-MMU-8956140;R-MMU-8956184;R-MMU-6809010;R-MMU-4551679;R-MMU-8869456;R-MMU-8879117;R-MMU-5617037;R-MMU-6809011;R-MMU-5689539;R-MMU-8867370;R-MMU-3000348;R-MMU-5665871;R-MMU-3108212;R-MMU-4655355;R-MMU-6807875;R-MMU-6788867;R-MMU-6807872;R-MMU-4615872;R-MMU-5696947;R-MMU-5228508;R-MMU-6807877;R-MMU-8865774;R-MMU-8931648;R-MMU-6809006;R-MMU-8952289;R-MMU-5696872;R-MMU-5228523;R-MMU-4551649;R-MMU-8931653;R-MMU-6809003;R-MMU-159728;R-MMU-159843;R-MMU-3000399;R-MMU-159826;R-MMU-5690319;R-MMU-4570493;R-MMU-5688786;R-MMU-8940388;R-MMU-5665854;R-MMU-3000411;R-MMU-4615987"
R-MMU-2467813,"Separation of Sister Chromatids",6,185,0.019937493264360385,0.021478637036067116,0.1962612586740593,4,8,0.0010314595152140279,10090,Mus musculus,"O35226;Q922F4;P99026;Q9ERU9;Q9D6F9;Q9CU62","O35226;Q922F4;P99026;Q9ERU9;Q9D6F9;Q9CU62","R-MMU-2545203;R-MMU-174202;R-MMU-2467811;R-MMU-2467809"
R-MMU-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",6,187,0.020153033732083197,0.022493951476497243,0.1962612586740593,10,43,0.0055440948942754,10090,Mus musculus,"Q9QZE5;Q922F4;Q9D6F9;Q9JIF7;P47753;Q8BMG7","Q9QZE5;Q922F4;Q9D6F9;Q9JIF7;P47753;Q8BMG7","R-MMU-6811418;R-MMU-6811426;R-MMU-8850041;R-MMU-6811427;R-MMU-8850040;R-MMU-6811417;R-MMU-8849350;R-MMU-6811412;R-MMU-6811423;R-MMU-8849353"
R-MMU-211994,"Sterols are 12-hydroxylated by CYP8B1",1,2,2.1554046772281495E-4,0.023011970766380396,0.1962612586740593,3,3,3.8679731820526046E-4,10090,Mus musculus,"O35074","O35074","R-MMU-193709;R-MMU-193845;R-MMU-192157"
R-MMU-1474244,"Extracellular matrix organization",8,299,0.032223299924560835,0.02383544817049632,0.1962612586740593,31,253,0.03261990716864363,10090,Mus musculus,"P28653;Q60715;Q8VCM7;P11688;Q62165;P11276;Q9R229;P29788","P28653;Q60715;Q8VCM7;P11688;Q62165;P11276;Q9R229;P29788","R-MMU-2396395;R-MMU-2327733;R-MMU-1566981;R-MMU-202723;R-MMU-216069;R-MMU-265424;R-MMU-2426259;R-MMU-114560;R-MMU-2426471;R-MMU-2396337;R-MMU-3785684;R-MMU-2396370;R-MMU-1650808;R-MMU-2328037;R-MMU-2466106;R-MMU-216050;R-MMU-2533950;R-MMU-2396079;R-MMU-2681681;R-MMU-216082;R-MMU-2731141;R-MMU-2161282;R-MMU-216076;R-MMU-2731122;R-MMU-349593;R-MMU-2327746;R-MMU-2537665;R-MMU-3788061;R-MMU-4088264;R-MMU-2396399;R-MMU-2545196"
R-MMU-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",4,95,0.010238172216833711,0.025440999509631634,0.1962612586740593,6,11,0.0014182568334192883,10090,Mus musculus,"Q9QZE5;Q922F4;Q9D6F9;Q9JIF7","Q9QZE5;Q922F4;Q9D6F9;Q9JIF7","R-MMU-6811418;R-MMU-6811426;R-MMU-6811427;R-MMU-6811417;R-MMU-6811412;R-MMU-6811423"
R-MMU-5688426,"Deubiquitination",7,247,0.02661924776376765,0.025745356407697595,0.1962612586740593,8,72,0.009283135636926251,10090,Mus musculus,"Q8BY87;O35226;P99026;Q8VCM5;P54726;P35123;Q9R0P9","Q8BY87;O35226;P99026;Q8VCM5;P54726;P35123;Q9R0P9","R-MMU-5665871;R-MMU-5696947;R-MMU-5690319;R-MMU-5688786;R-MMU-8869456;R-MMU-5665854;R-MMU-5696872;R-MMU-5689539"
R-MMU-2132295,"MHC class II antigen presentation",5,143,0.01541114344218127,0.02631306783672993,0.1962612586740593,2,26,0.0033522434244455906,10090,Mus musculus,"Q922F4;Q9D6F9;O89017;P47753;Q91XL9","Q922F4;Q9D6F9;O89017;P47753;Q91XL9","R-MMU-2130336;R-MMU-2213248"
R-MMU-199977,"ER to Golgi Anterograde Transport",5,148,0.015949994611488306,0.02987829994962876,0.1962612586740593,7,39,0.005028365136668386,10090,Mus musculus,"Q9QZE5;Q922F4;Q9D6F9;Q9JIF7;P47753","Q9QZE5;Q922F4;Q9D6F9;Q9JIF7;P47753","R-MMU-6809003;R-MMU-6809010;R-MMU-6807877;R-MMU-6809006;R-MMU-6807875;R-MMU-6809011;R-MMU-6807872"
R-MMU-68886,"M Phase",9,373,0.04019829723030499,0.03034597038956155,0.1962612586740593,24,69,0.00889633831872099,10090,Mus musculus,"Q8K1R7;Q99JX3;O35226;Q922F4;P99026;Q9ERU9;Q9D6F9;Q9CU62;F6ZDS4","Q8K1R7;Q99JX3;O35226;Q922F4;P99026;Q9ERU9;Q9D6F9;Q9CU62;F6ZDS4","R-MMU-2984220;R-MMU-2470935;R-MMU-375302;R-MMU-2545203;R-MMU-2467809;R-MMU-2484822;R-MMU-9648017;R-MMU-2984226;R-MMU-2545253;R-MMU-2422927;R-MMU-9668419;R-MMU-380316;R-MMU-9648114;R-MMU-2466068;R-MMU-174202;R-MMU-1638821;R-MMU-1638803;R-MMU-2468287;R-MMU-2467794;R-MMU-2467811;R-MMU-2468293;R-MMU-380508;R-MMU-2990882;R-MMU-2468040"
R-MMU-68875,"Mitotic Prophase",4,104,0.011208104321586377,0.033796805502827376,0.1962612586740593,4,20,0.0025786487880350697,10090,Mus musculus,"Q8K1R7;Q99JX3;Q9ERU9;F6ZDS4","Q8K1R7;Q99JX3;Q9ERU9;F6ZDS4","R-MMU-2984220;R-MMU-2422927;R-MMU-2990882;R-MMU-2984226"
R-MMU-165181,"Inhibition of TSC complex formation by PKB",1,3,3.2331070158422246E-4,0.0343204239416276,0.1962612586740593,2,2,2.5786487880350697E-4,10090,Mus musculus,"Q60823","Q60823","R-MMU-165182;R-MMU-165162"
R-MMU-6803529,"FGFR2 alternative splicing",2,26,0.0028020260803965943,0.03730082572252069,0.1962612586740593,2,2,2.5786487880350697E-4,10090,Mus musculus,"P49312;Q9Z2X1","P49312;Q9Z2X1","R-MMU-6803523;R-MMU-6803527"
R-MMU-9668328,"Sealing of the nuclear envelope (NE) by ESCRT-III",2,26,0.0028020260803965943,0.03730082572252069,0.1962612586740593,1,5,6.446621970087674E-4,10090,Mus musculus,"Q922F4;Q9D6F9","Q922F4;Q9D6F9","R-MMU-9668419"
R-MMU-71387,"Metabolism of carbohydrates",7,268,0.028882422674857203,0.03751566094399328,0.1962612586740593,23,205,0.026431150077359463,10090,Mus musculus,"P28653;P12382;P18826;Q9ERU9;Q7TSH2;Q9WUA3;F6ZDS4","P28653;P12382;P18826;Q9ERU9;Q7TSH2;Q9WUA3;F6ZDS4","R-MMU-1971482;R-MMU-71588;R-MMU-1971483;R-MMU-2022052;R-MMU-2018682;R-MMU-2022056;R-MMU-170796;R-MMU-1889955;R-MMU-9638064;R-MMU-1889978;R-MMU-70467;R-MMU-1971487;R-MMU-2022063;R-MMU-9632033;R-MMU-1971491;R-MMU-1889981;R-MMU-71541;R-MMU-2018659;R-MMU-1878002;R-MMU-2022911;R-MMU-2022065;R-MMU-2022061;R-MMU-9632034"
R-MMU-5610787,"Hedgehog 'off' state",4,108,0.011639185257032008,0.037967349927391814,0.1962612586740593,5,20,0.0025786487880350697,10090,Mus musculus,"O35226;Q922F4;P99026;Q9D6F9","O35226;Q922F4;P99026;Q9D6F9","R-MMU-5610754;R-MMU-5610758;R-MMU-5610733;R-MMU-5610760;R-MMU-5610767"
R-MMU-354192,"Integrin signaling",2,27,0.002909796314258002,0.0399273243772551,0.1962612586740593,15,24,0.0030943785456420837,10090,Mus musculus,"Q8VCM7;P11276","Q8VCM7;P11276","R-MMU-354066;R-MMU-377640;R-MMU-429441;R-MMU-354087;R-MMU-354073;R-MMU-354149;R-MMU-354124;R-MMU-377641;R-MMU-377643;R-MMU-372693;R-MMU-377644;R-MMU-354165;R-MMU-372705;R-MMU-429415;R-MMU-372697"
R-MMU-5626467,"RHO GTPases activate IQGAPs",2,27,0.002909796314258002,0.0399273243772551,0.1962612586740593,1,5,6.446621970087674E-4,10090,Mus musculus,"Q922F4;Q9D6F9","Q922F4;Q9D6F9","R-MMU-5672329"
R-MMU-499943,"Interconversion of nucleotide di- and triphosphates",2,28,0.0030175665481194094,0.04262189062971922,0.1962612586740593,2,32,0.0041258380608561115,10090,Mus musculus,"Q9JMH6;P70698","Q9JMH6;P70698","R-MMU-73647;R-MMU-73646"
R-MMU-373760,"L1CAM interactions",3,67,0.007220605668714301,0.043948370948491244,0.1962612586740593,2,24,0.0030943785456420837,10090,Mus musculus,"Q922F4;Q9D6F9;P11688","Q922F4;Q9D6F9;P11688","R-MMU-374686;R-MMU-445071"
R-MMU-5660668,"CLEC7A/inflammasome pathway",1,4,4.310809354456299E-4,0.04549918195339975,0.1962612586740593,2,3,3.8679731820526046E-4,10090,Mus musculus,"Q9EPB4","Q9EPB4","R-MMU-5660663;R-MMU-5660662"
R-MMU-165158,"Activation of AKT2",1,4,4.310809354456299E-4,0.04549918195339975,0.1962612586740593,2,3,3.8679731820526046E-4,10090,Mus musculus,"Q60823","Q60823","R-MMU-109700;R-MMU-109702"
R-MMU-186712,"Regulation of beta-cell development",1,4,4.310809354456299E-4,0.04549918195339975,0.1962612586740593,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q60823","Q60823","R-MMU-211164"
R-MMU-211163,"AKT-mediated inactivation of FOXO1A",1,4,4.310809354456299E-4,0.04549918195339975,0.1962612586740593,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q60823","Q60823","R-MMU-211164"
R-MMU-210745,"Regulation of gene expression in beta cells",1,4,4.310809354456299E-4,0.04549918195339975,0.1962612586740593,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q60823","Q60823","R-MMU-211164"
